raw_term,source,raw_term_norm,exists_in_esco
Microfrontend (MFE),Lightcast,microfrontend mfe,False
Microsites,Lightcast,microsites,False
Microsoft Expression Web,Lightcast,microsoft expression web,False
Microsoft Power Pages,Lightcast,microsoft power pages,False
Minimum Viable Product Design,Lightcast,minimum viable product design,False
Model-Glue (Framework),Lightcast,modelglue framework,False
Mojolicious,Lightcast,mojolicious,False
Moovweb,Lightcast,moovweb,False
Multilingual Websites,Lightcast,multilingual websites,False
Mustache (Template System),Lightcast,mustache template system,False
Mysite,Lightcast,mysite,False
NACSE Certified Webmaster,Lightcast,nacse certified webmaster,False
NCCER Site Layout,Lightcast,nccer site layout,False
Netlify,Lightcast,netlify,False
NetObjects Fusion,Lightcast,netobjects fusion,False
Netscape Composer,Lightcast,netscape composer,False
Nevow,Lightcast,nevow,False
Ng Grid,Lightcast,ng grid,False
Ngfor,Lightcast,ngfor,False
Nodemon,Lightcast,nodemon,False
Nvu,Lightcast,nvu,False
Object Oriented CSS,Lightcast,object oriented css,False
Open Web,Lightcast,open web,False
OpenLaszlo,Lightcast,openlaszlo,False
Opera Software,Lightcast,opera software,False
Oracle ATG Web Commerce,Lightcast,oracle atg web commerce,False
Ozone Widget Framework,Lightcast,ozone widget framework,False
Padrino (Web Framework),Lightcast,padrino web framework,False
Page Flow,Lightcast,page flow,False
PageSpeed,Lightcast,pagespeed,False
Partial Views,Lightcast,partial views,False
Pattern Lab (Software),Lightcast,pattern lab software,False
Phoenix LiveView,Lightcast,phoenix liveview,False
phpDesigner,Lightcast,phpdesigner,False
phpFox,Lightcast,phpfox,False
PHPMailer,Lightcast,phpmailer,False
Platform Design And Development,Lightcast,platform design and development,False
Play Framework,Lightcast,play framework,False
Plunker,Lightcast,plunker,False
Polyfills,Lightcast,polyfills,False
PostCSS,Lightcast,postcss,False
Progressive Enhancement,Lightcast,progressive enhancement,False
PSD to HTML,Lightcast,psd to html,False
PSD to Magento,Lightcast,psd to magento,False
PSD to WordPress,Lightcast,psd to wordpress,False
Pushstate,Lightcast,pushstate,False
Python Server Pages (Python Package),Lightcast,python server pages python package,False
Qooxdoo,Lightcast,qooxdoo,False
Radeditor,Lightcast,radeditor,False
Ramaze (Free Software Programmed In Ruby),Lightcast,ramaze free software programmed in ruby,False
Ratpack,Lightcast,ratpack,False
React-Admin,Lightcast,reactadmin,False
Reasonable Server Faces,Lightcast,reasonable server faces,False
Responsive HTML,Lightcast,responsive html,False
Responsive Web Design,Lightcast,responsive web design,False
Rich Internet Application,Lightcast,rich internet application,False
Rich Internet Application Frameworks,Lightcast,rich internet application frameworks,False
Rich Site Summary (RSS),Lightcast,rich site summary rss,False
Ruby On Rails,Lightcast,ruby on rails,False
SAP NetWeaver Visual Composer,Lightcast,sap netweaver visual composer,False
Sassy Cascading Style Sheets (SCSS),Lightcast,sassy cascading style sheets scss,False
Scalable and Modular Architecture for CSS,Lightcast,scalable and modular architecture for css,False
Scalable Vector Graphics,Lightcast,scalable vector graphics,False
Search Form,Lightcast,search form,False
Semantic HTML,Lightcast,semantic html,False
Semantic UI,Lightcast,semantic ui,False
Server Pages,Lightcast,server pages,False
Server Response,Lightcast,server response,False
Showit Website Builder,Lightcast,showit website builder,False
Silex (PHP Micro-Framework),Lightcast,silex php microframework,False
Single Page Application,Lightcast,single page application,False
Site Maps,Lightcast,site maps,False
Site Studio,Lightcast,site studio,False
Sitemaps (XML),Lightcast,sitemaps xml,False
SmartClient,Lightcast,smartclient,False
SortSite,Lightcast,sortsite,False
Splash Pages,Lightcast,splash pages,False
Spring WebFlux,Lightcast,spring webflux,False
Squarespace,Lightcast,squarespace,False
Static Content,Lightcast,static content,False
Static HTML,Lightcast,static html,False
Static Pages,Lightcast,static pages,False
StorybookJS,Lightcast,storybookjs,False
Streamlit,Lightcast,streamlit,False
Symfony1,Lightcast,symfony1,False
Symfony3,Lightcast,symfony3,False
Tableless Web Design,Lightcast,tableless web design,False
Tailwind CSS,Lightcast,tailwind css,False
Tempdata,Lightcast,tempdata,False
Template Engine,Lightcast,template engine,False
Tornado (Web Framework),Lightcast,tornado web framework,False
Twig (Template Engine),Lightcast,twig template engine,False
Unbounce (Software),Lightcast,unbounce software,False
URL Redirection,Lightcast,url redirection,False
Usage Share Of Web Browsers,Lightcast,usage share of web browsers,False
User Controls,Lightcast,user controls,False
User Preferences,Lightcast,user preferences,False
Vaadin,Lightcast,vaadin,False
Varnish Cache,Lightcast,varnish cache,False
Vercel Platform,Lightcast,vercel platform,False
Vite JS,Lightcast,vite js,False
Vue Router,Lightcast,vue router,False
WaveMaker,Lightcast,wavemaker,False
Web 2.0,Lightcast,web 20,False
Web 3.0,Lightcast,web 30,False
Web Accessibility,Lightcast,web accessibility,False
Web Accessibility Initiative,Lightcast,web accessibility initiative,False
Web Accessibility Standards,Lightcast,web accessibility standards,False
Web Accessibility Testing,Lightcast,web accessibility testing,False
Web Admin,Lightcast,web admin,False
Web Application Description Language (WADL),Lightcast,web application description language wadl,False
Web Application Development,Lightcast,web application development,False
Web Application Frameworks,Lightcast,web application frameworks,False
Web Applications,Lightcast,web applications,False
Web Authoring,Lightcast,web authoring,False
Web Calendar Access Protocols,Lightcast,web calendar access protocols,False
Web Deployment,Lightcast,web deployment,False
Web Design,Lightcast,web design,False
Web Design Programs,Lightcast,web design programs,False
Web Development,Lightcast,web development,False
Web Development Tools,Lightcast,web development tools,False
Web Dynpro,Lightcast,web dynpro,False
Web Dynproing (WDA),Lightcast,web dynproing wda,False
Web Engineering,Lightcast,web engineering,False
Web Frameworks,Lightcast,web frameworks,False
Web Maintenance,Lightcast,web maintenance,False
Web Modeling,Lightcast,web modeling,False
Web Pages,Lightcast,web pages,False
Web Parts,Lightcast,web parts,False
Web Performance Optimization,Lightcast,web performance optimization,False
Web Platforms,Lightcast,web platforms,False
Web Portals,Lightcast,web portals,False
Web Project,Lightcast,web project,False
OpenAI GPT,StackOverflow,openai gpt,False
Claude Sonnet,StackOverflow,claude sonnet,False
Gemini Flash,StackOverflow,gemini flash,False
OpenAI Reasoning,StackOverflow,openai reasoning,False
OpenAI Image,StackOverflow,openai image,False
Gemini Reasoning,StackOverflow,gemini reasoning,False
DeepSeek Reasoning,StackOverflow,deepseek reasoning,False
Meta Llama,StackOverflow,meta llama,False
DeepSeek General,StackOverflow,deepseek general,False
X Grok,StackOverflow,x grok,False
Mistral,StackOverflow,mistral,False
Perplexity Sonar,StackOverflow,perplexity sonar,False
Alibaba Qwen,StackOverflow,alibaba qwen,False
Microsoft Phi-4 models,StackOverflow,microsoft phi4 models,False
Amazon Titan models,StackOverflow,amazon titan models,False
Cohere: Command A,StackOverflow,cohere command a,False
Reka (Flash 3 or other Reka models),StackOverflow,reka flash 3 or other reka models,False
SwiftData,StackOverflow,swiftdata,False
Ultralytics,StackOverflow,ultralytics,False
visionOS,StackOverflow,visionos,False
Webix,Lightcast,webix,False
WebKit,Lightcast,webkit,False
WebObjects,Lightcast,webobjects,False
Webpack 2,Lightcast,webpack 2,False
Website Architecture,Lightcast,website architecture,False
Website Builder,Lightcast,website builder,False
Website Deployment,Lightcast,website deployment,False
Webview,Lightcast,webview,False
Werkzeug,Lightcast,werkzeug,False
Wijmo,Lightcast,wijmo,False
Wix.com,Lightcast,wixcom,False
Wordpress Ecommerce,Lightcast,wordpress ecommerce,False
WordPress Plugin Development,Lightcast,wordpress plugin development,False
WOW Certified Web Designer Apprentice,Lightcast,wow certified web designer apprentice,False
WPBakery,Lightcast,wpbakery,False
WPEngine,Lightcast,wpengine,False
Xajax,Lightcast,xajax,False
XAMPP,Lightcast,xampp,False
Xitami,Lightcast,xitami,False
XMLhttprequest,Lightcast,xmlhttprequest,False
XPages,Lightcast,xpages,False
Yeoman Generator,Lightcast,yeoman generator,False
Yslow,Lightcast,yslow,False
YUI Libraries,Lightcast,yui libraries,False
Zend Certified PHP Engineer,Lightcast,zend certified php engineer,False
Zend Framework 2 Certification,Lightcast,zend framework 2 certification,False
Zikula,Lightcast,zikula,False
Zurb Foundation,Lightcast,zurb foundation,False
Advanced Linux Sound Architecture,Lightcast,advanced linux sound architecture,False
Advanced Microcontroller Bus Architecture,Lightcast,advanced microcontroller bus architecture,False
Apache Ranger,Lightcast,apache ranger,False
ARM Microarchitectures,Lightcast,arm microarchitectures,False
ARM7 Architecture,Lightcast,arm7 architecture,False
ARM9 Architecture,Lightcast,arm9 architecture,False
Atomicity Consistency Isolation Durability (ACID),Lightcast,atomicity consistency isolation durability acid,False
Auditd,Lightcast,auditd,False
Automatic Storage Management,Lightcast,automatic storage management,False
Bachman Diagrams,Lightcast,bachman diagrams,False
Bacpac,Lightcast,bacpac,False
Basic Partitioned Access Methods,Lightcast,basic partitioned access methods,False
Borland Database Engine,Lightcast,borland database engine,False
Branching And Merging,Lightcast,branching and merging,False
Bytebuffer,Lightcast,bytebuffer,False
Caliburn.micro,Lightcast,caliburnmicro,False
Caspio,Lightcast,caspio,False
Certified MySQL Database Administrator,Lightcast,certified mysql database administrator,False
Change Data Capture (CDC),Lightcast,change data capture cdc,False
CIW V5 Database Design Specialists,Lightcast,ciw v5 database design specialists,False
Client Server Technologies,Lightcast,client server technologies,False
Clustered Index,Lightcast,clustered index,False
Column-Oriented DBMS,Lightcast,columnoriented dbms,False
Core Architecture Data Model,Lightcast,core architecture data model,False
Core Dump,Lightcast,core dump,False
Corel Paradox,Lightcast,corel paradox,False
Cortex M3,Lightcast,cortex m3,False
CrateDB,Lightcast,cratedb,False
Create Read Update and Delete (CRUD),Lightcast,create read update and delete crud,False
Dacpac,Lightcast,dacpac,False
Data Access,Lightcast,data access,False
Data Availability,Lightcast,data availability,False
Data Lineage,Lightcast,data lineage,False
Data Partitioning,Lightcast,data partitioning,False
Data Strategy,Lightcast,data strategy,False
Data Vaults,Lightcast,data vaults,False
Database Abstraction Layer,Lightcast,database abstraction layer,False
Database Activity Monitoring,Lightcast,database activity monitoring,False
Database Administration,Lightcast,database administration,False
Database Architecture,Lightcast,database architecture,False
Database Availability Group,Lightcast,database availability group,False
Database Cloning,Lightcast,database cloning,False
Database Cluster,Lightcast,database cluster,False
Database Comparison,Lightcast,database comparison,False
Database Connection,Lightcast,database connection,False
Database Consistency,Lightcast,database consistency,False
Database Console Commands (DBCC),Lightcast,database console commands dbcc,False
Database Consolidation,Lightcast,database consolidation,False
Database Conversion,Lightcast,database conversion,False
Database Cursor,Lightcast,database cursor,False
Database Deployment Management,Lightcast,database deployment management,False
Database Design,Lightcast,database design,False
Database Development,Lightcast,database development,False
Database Directive,Lightcast,database directive,False
Database Engine Tuning Advisor,Lightcast,database engine tuning advisor,False
Database Life Cycle Management,Lightcast,database life cycle management,False
Database Management,Lightcast,database management,False
DataBase Markup Language,Lightcast,database markup language,False
Database Modeling,Lightcast,database modeling,False
Database Normalization,Lightcast,database normalization,False
Database Partitioning,Lightcast,database partitioning,False
Database Performance Analyzer,Lightcast,database performance analyzer,False
Database Permissions,Lightcast,database permissions,False
Database Programmer's Toolkits,Lightcast,database programmers toolkits,False
Database Testing,Lightcast,database testing,False
Database Triggers,Lightcast,database triggers,False
Database Tuning,Lightcast,database tuning,False
Database Upgrades,Lightcast,database upgrades,False
Dataflow Architecture,Lightcast,dataflow architecture,False
DBAccess,Lightcast,dbaccess,False
Dbeaver,Lightcast,dbeaver,False
DbFit,Lightcast,dbfit,False
dbt (Data Build Tool),Lightcast,dbt data build tool,False
DbVisualizer,Lightcast,dbvisualizer,False
Denormalization,Lightcast,denormalization,False
DeZign For Databases,Lightcast,dezign for databases,False
Distributed Database Management System (DDBMS),Lightcast,distributed database management system ddbms,False
Distributed Relational Database Architecture (DRDA),Lightcast,distributed relational database architecture drda,False
Dynamic Management Views,Lightcast,dynamic management views,False
Eloquent ORM,Lightcast,eloquent orm,False
Embarcadero DBArtisan,Lightcast,embarcadero dbartisan,False
Embarcadero Software,Lightcast,embarcadero software,False
Entitymanager,Lightcast,entitymanager,False
Enums,Lightcast,enums,False
Expdp,Lightcast,expdp,False
Ezsql,Lightcast,ezsql,False
FairCom DB,Lightcast,faircom db,False
Flyway,Lightcast,flyway,False
Foglight (Database Software),Lightcast,foglight database software,False
GT.M,Lightcast,gtm,False
IBM - IMS High Availability Large Database,Lightcast,ibm  ims high availability large database,False
IBM DB2 DProp,Lightcast,ibm db2 dprop,False
IBM Informix Dynamic Server,Lightcast,ibm informix dynamic server,False
Impdp,Lightcast,impdp,False
Industry Standard Architecture,Lightcast,industry standard architecture,False
InnoDB,Lightcast,innodb,False
ISO 9075,Lightcast,iso 9075,False
IT Architecture Design,Lightcast,it architecture design,False
JBASE ODBC Connector,Lightcast,jbase odbc connector,False
LevelDB,Lightcast,leveldb,False
LIDB,Lightcast,lidb,False
Litespeed,Lightcast,litespeed,False
Materialized Query Tables,Lightcast,materialized query tables,False
MemcacheDB,Lightcast,memcachedb,False
Merge Replication,Lightcast,merge replication,False
Microsoft Certified: Azure Database Administrator Associate,Lightcast,microsoft certified azure database administrator associate,False
Mimer SQL,Lightcast,mimer sql,False
Mnesia,Lightcast,mnesia,False
MonetDB,Lightcast,monetdb,False
MongoEngine,Lightcast,mongoengine,False
Mongolab,Lightcast,mongolab,False
Mongorestore,Lightcast,mongorestore,False
MONyog,Lightcast,monyog,False
MS-DTSX,Lightcast,msdtsx,False
Msdb Database,Lightcast,msdb database,False
Multibinding,Lightcast,multibinding,False
Multiple Inheritance,Lightcast,multiple inheritance,False
Multivalued Dependency,Lightcast,multivalued dependency,False
Multiversion Concurrency Controls,Lightcast,multiversion concurrency controls,False
MySQL Certified Developer,Lightcast,mysql certified developer,False
MySQL Workbench,Lightcast,mysql workbench,False
NameNode,Lightcast,namenode,False
Navigational Database,Lightcast,navigational database,False
New Database Manager (NDBM),Lightcast,new database manager ndbm,False
NewSQL,Lightcast,newsql,False
NexusDB,Lightcast,nexusdb,False
NuoDB,Lightcast,nuodb,False
Object-Oriented Data Model For Database Modeling,Lightcast,objectoriented data model for database modeling,False
Object-Oriented Database,Lightcast,objectoriented database,False
Object-Role Modeling,Lightcast,objectrole modeling,False
Objectivity/DB,Lightcast,objectivitydb,False
Open ModelSphere,Lightcast,open modelsphere,False
OpenBase,Lightcast,openbase,False
Oracle Administration,Lightcast,oracle administration,False
Oracle Advanced Security,Lightcast,oracle advanced security,False
Oracle Application Integration Architecture Certification,Lightcast,oracle application integration architecture certification,False
Oracle Applications DBA,Lightcast,oracle applications dba,False
Oracle Audit Vault,Lightcast,oracle audit vault,False
Oracle Autonomous Database Cloud Certification,Lightcast,oracle autonomous database cloud certification,False
Oracle Cdc,Lightcast,oracle cdc,False
Oracle Certification,Lightcast,oracle certification,False
Oracle Certified Associate Database Administrator,Lightcast,oracle certified associate database administrator,False
Oracle Certified Expert (OCE),Lightcast,oracle certified expert oce,False
Oracle Certified Professional Database Administrator,Lightcast,oracle certified professional database administrator,False
Oracle Cloud Database Migration And Integration Certification,Lightcast,oracle cloud database migration and integration certification,False
Oracle Cloud Database Services Certification,Lightcast,oracle cloud database services certification,False
Oracle Data Guard,Lightcast,oracle data guard,False
Oracle Database 11g Administrator Certified Associate,Lightcast,oracle database 11g administrator certified associate,False
Oracle Database Administration (DBA),Lightcast,oracle database administration dba,False
Oracle Database Appliance,Lightcast,oracle database appliance,False
Oracle Database Architecture,Lightcast,oracle database architecture,False
Oracle Database Certification,Lightcast,oracle database certification,False
Oracle Database Programming,Lightcast,oracle database programming,False
Oracle Database Tuning,Lightcast,oracle database tuning,False
Oracle Database Vault,Lightcast,oracle database vault,False
Oracle Engineered Systems,Lightcast,oracle engineered systems,False
Oracle Enterprise Manager,Lightcast,oracle enterprise manager,False
Oracle EU Sovereign Cloud,Lightcast,oracle eu sovereign cloud,False
Oracle Exadata,Lightcast,oracle exadata,False
Oracle Flashback,Lightcast,oracle flashback,False
Oracle GoldenGate,Lightcast,oracle goldengate,False
Oracle Home,Lightcast,oracle home,False
Oracle MySQL Certification,Lightcast,oracle mysql certification,False
Oracle Order Management Certification,Lightcast,oracle order management certification,False
Oracle Planning And Collaboration Certification,Lightcast,oracle planning and collaboration certification,False
Oracle Rac,Lightcast,oracle rac,False
Oracle Streams,Lightcast,oracle streams,False
Oracle Text,Lightcast,oracle text,False
Oracle WebCenter Certification,Lightcast,oracle webcenter certification,False
ORMLite,Lightcast,ormlite,False
Pega Certified Senior System Architect,Lightcast,pega certified senior system architect,False
PeopleSoft Administration,Lightcast,peoplesoft administration,False
Peoplesoft Internet Architecture,Lightcast,peoplesoft internet architecture,False
Pgbouncer,Lightcast,pgbouncer,False
PHPMyAdmin,Lightcast,phpmyadmin,False
Physical Schema,Lightcast,physical schema,False
Psycopg2,Lightcast,psycopg2,False
QDB,Lightcast,qdb,False
Query Analyzer,Lightcast,query analyzer,False
Query Optimization,Lightcast,query optimization,False
Query Performance,Lightcast,query performance,False
Query Planning,Lightcast,query planning,False
Query Tuning,Lightcast,query tuning,False
Queued Sequential Access Methods,Lightcast,queued sequential access methods,False
Redo Log,Lightcast,redo log,False
Referential Integrity,Lightcast,referential integrity,False
Relational Database Design,Lightcast,relational database design,False
RoboMongo,Lightcast,robomongo,False
Rowset,Lightcast,rowset,False
Salesforce Certified Data Architecture And Management Designer,Lightcast,salesforce certified data architecture and management designer,False
SAP Sovereign Cloud,Lightcast,sap sovereign cloud,False
Schemaless,Lightcast,schemaless,False
Second Normal Form,Lightcast,second normal form,False
Secondary Indexes,Lightcast,secondary indexes,False
Sessionfactory,Lightcast,sessionfactory,False
Shard (Database Architecture),Lightcast,shard database architecture,False
SharePlex,Lightcast,shareplex,False
Software AG Certified Adabas Administrator,Lightcast,software ag certified adabas administrator,False
Sovereign Cloud (Data Security Framework),Lightcast,sovereign cloud data security framework,False
SQL And Java (SQLJ),Lightcast,sql and java sqlj,False
Sql Manager,Lightcast,sql manager,False
Sql Optimization,Lightcast,sql optimization,False
SQL Server 2005 DBa Certified Professional,Lightcast,sql server 2005 dba certified professional,False
SQL Server Agent,Lightcast,sql server agent,False
SQL Server Integration Services (SSIS),Lightcast,sql server integration services ssis,False
SQL Server Management Studio,Lightcast,sql server management studio,False
SQL Server Reporting Services,Lightcast,sql server reporting services,False
SQL Services,Lightcast,sql services,False
SQL Tuning,Lightcast,sql tuning,False
SQL/Persistent Stored Modules (SQL/PSM),Lightcast,sqlpersistent stored modules sqlpsm,False
Sqlanywhere,Lightcast,sqlanywhere,False
SQLyog,Lightcast,sqlyog,False
SQSH,Lightcast,sqsh,False
Ssrs 2012,Lightcast,ssrs 2012,False
Sybase PowerDesigner,Lightcast,sybase powerdesigner,False
Sybase RAP,Lightcast,sybase rap,False
Sysdate,Lightcast,sysdate,False
Sysdba,Lightcast,sysdba,False
Third Normal Form,Lightcast,third normal form,False
TimeXtender,Lightcast,timextender,False
TKProf,Lightcast,tkprof,False
Tokumx,Lightcast,tokumx,False
Transaction Control Language,Lightcast,transaction control language,False
Transactional Replication,Lightcast,transactional replication,False
Transbase,Lightcast,transbase,False
Versant Object Database,Lightcast,versant object database,False
VoltDB,Lightcast,voltdb,False
Wiredtiger,Lightcast,wiredtiger,False
.NET Development,Lightcast,net development,False
128bit,Lightcast,128bit,False
12factor,Lightcast,12factor,False
Abstract Class,Lightcast,abstract class,False
Abstract Factory Pattern,Lightcast,abstract factory pattern,False
Abstract Syntax Tree,Lightcast,abstract syntax tree,False
Acceptance Test-Driven Development,Lightcast,acceptance testdriven development,False
Access Modifiers,Lightcast,access modifiers,False
Active Template Library,Lightcast,active template library,False
Adaptation Kit Upgrade,Lightcast,adaptation kit upgrade,False
Adapter Pattern,Lightcast,adapter pattern,False
Advanced Host Controller Interface,Lightcast,advanced host controller interface,False
Adyen,Lightcast,adyen,False
Airbyte,Lightcast,airbyte,False
Akka.net,Lightcast,akkanet,False
Allegro Common Lisp,Lightcast,allegro common lisp,False
Android Development Tools (ADT),Lightcast,android development tools adt,False
Anonymous Types,Lightcast,anonymous types,False
Anti-Patterns,Lightcast,antipatterns,False
App Data,Lightcast,app data,False
Application Controls,Lightcast,application controls,False
Application Delivery Network,Lightcast,application delivery network,False
Application Dependency,Lightcast,application dependency,False
Application Deployment,Lightcast,application deployment,False
Application Design,Lightcast,application design,False
Application Development,Lightcast,application development,False
Application Development Languages,Lightcast,application development languages,False
Application Environments,Lightcast,application environments,False
Application Foundation Classes,Lightcast,application foundation classes,False
Application Frameworks,Lightcast,application frameworks,False
Application Infrastructure Design,Lightcast,application infrastructure design,False
Application Lifecycle Management,Lightcast,application lifecycle management,False
Application Monitoring,Lightcast,application monitoring,False
Application Notes,Lightcast,application notes,False
Application Packaging,Lightcast,application packaging,False
Application Planning,Lightcast,application planning,False
Application Retirement,Lightcast,application retirement,False
Application Services,Lightcast,application services,False
Application Settings,Lightcast,application settings,False
Application Streaming,Lightcast,application streaming,False
Application-Specific Information,Lightcast,applicationspecific information,False
Applications Architecture,Lightcast,applications architecture,False
Aptana Jaxer,Lightcast,aptana jaxer,False
Architectural Patterns,Lightcast,architectural patterns,False
Architecturally Significant Requirements,Lightcast,architecturally significant requirements,False
Aspect-Oriented Programming,Lightcast,aspectoriented programming,False
Aspect-Oriented Software Development,Lightcast,aspectoriented software development,False
Asset Pipeline,Lightcast,asset pipeline,False
Async Await Pattern,Lightcast,async await pattern,False
Automatic Updates,Lightcast,automatic updates,False
AWS Certified Developer,Lightcast,aws certified developer,False
B Method,Lightcast,b method,False
Back End (Software Engineering),Lightcast,back end software engineering,False
Background Application,Lightcast,background application,False
Backwards Compatibility,Lightcast,backwards compatibility,False
Block Element Modifier,Lightcast,block element modifier,False
Booch Method,Lightcast,booch method,False
Borland Together,Lightcast,borland together,False
Breakpoint,Lightcast,breakpoint,False
Bridge Pattern,Lightcast,bridge pattern,False
Broker Pattern,Lightcast,broker pattern,False
Build Pipeline,Lightcast,build pipeline,False
Build Process,Lightcast,build process,False
Builder Pattern,Lightcast,builder pattern,False
C166 Family,Lightcast,c166 family,False
Careware,Lightcast,careware,False
Certified Application Developer,Lightcast,certified application developer,False
Certified Ruby Programmer,Lightcast,certified ruby programmer,False
Certified Scrum Developer (CSD),Lightcast,certified scrum developer csd,False
Certified Software Development Professional,Lightcast,certified software development professional,False
Character Encoding,Lightcast,character encoding,False
Ci Server,Lightcast,ci server,False
CI/CD,Lightcast,cicd,False
Class Diagram,Lightcast,class diagram,False
Class Hierarchy,Lightcast,class hierarchy,False
Client-Server Application Development,Lightcast,clientserver application development,False
Cloud-Native Computing Foundation (CNCF) Standards,Lightcast,cloudnative computing foundation cncf standards,False
Cluster Development,Lightcast,cluster development,False
Cluster Mode,Lightcast,cluster mode,False
Code Audit,Lightcast,code audit,False
Code Comments,Lightcast,code comments,False
Code Complexity,Lightcast,code complexity,False
Code Conversion,Lightcast,code conversion,False
Code Formatting,Lightcast,code formatting,False
Code Generation,Lightcast,code generation,False
Code Migration,Lightcast,code migration,False
Code Refactoring,Lightcast,code refactoring,False
Code Reuse,Lightcast,code reuse,False
Code Sharing,Lightcast,code sharing,False
Code Snippets,Lightcast,code snippets,False
Code Structure,Lightcast,code structure,False
Codebase,Lightcast,codebase,False
Coding Standards and Governance,Lightcast,coding standards and governance,False
Comet Programming,Lightcast,comet programming,False
Command Pattern,Lightcast,command pattern,False
Command Query Separation,Lightcast,command query separation,False
Command-Query Responsibility Segregation (Software Development),Lightcast,commandquery responsibility segregation software development,False
Commercial Off-the-Shelf,Lightcast,commercial offtheshelf,False
Common Technical Document,Lightcast,common technical document,False
Compact Framework,Lightcast,compact framework,False
Competitive Programming,Lightcast,competitive programming,False
Compiler Construction,Lightcast,compiler construction,False
Compiler Design,Lightcast,compiler design,False
Compiler Development,Lightcast,compiler development,False
Compilers,Lightcast,compilers,False
Component Services,Lightcast,component services,False
Component-Oriented Development Software,Lightcast,componentoriented development software,False
Composite Application,Lightcast,composite application,False
Composite Patterns (Software Design Patterns),Lightcast,composite patterns software design patterns,False
Computation Tree Logic,Lightcast,computation tree logic,False
Computer-Aided Software Engineering,Lightcast,computeraided software engineering,False
Concurrency Controls,Lightcast,concurrency controls,False
Concurrency Pattern,Lightcast,concurrency pattern,False
Conditional Compilation,Lightcast,conditional compilation,False
Connection Pooling,Lightcast,connection pooling,False
Console Applications,Lightcast,console applications,False
Container-Managed Persistence,Lightcast,containermanaged persistence,False
Continuous Delivery,Lightcast,continuous delivery,False
Continuous Deployment,Lightcast,continuous deployment,False
Continuous Integration,Lightcast,continuous integration,False
Creational Patterns,Lightcast,creational patterns,False
Cross Compiling,Lightcast,cross compiling,False
Cross-Platform Applications,Lightcast,crossplatform applications,False
Custom Attributes,Lightcast,custom attributes,False
Custom Backend,Lightcast,custom backend,False
Custom Component,Lightcast,custom component,False
Custom Fields,Lightcast,custom fields,False
Custom Function,Lightcast,custom function,False
Custom Object,Lightcast,custom object,False
Custom Software,Lightcast,custom software,False
Custom Widgets,Lightcast,custom widgets,False
Cyclomatic Complexity,Lightcast,cyclomatic complexity,False
Data Access Object (DAO) Patterns,Lightcast,data access object dao patterns,False
Data Binding,Lightcast,data binding,False
Data Buffer,Lightcast,data buffer,False
Data Hiding (Encapsulation),Lightcast,data hiding encapsulation,False
Data Layers,Lightcast,data layers,False
Data Transfer Object,Lightcast,data transfer object,False
Data-Oriented Programming,Lightcast,dataoriented programming,False
Database First,Lightcast,database first,False
DBG,Lightcast,dbg,False
Ddd Service,Lightcast,ddd service,False
Debounce,Lightcast,debounce,False
Decompiler,Lightcast,decompiler,False
Delivery Pipelines,Lightcast,delivery pipelines,False
Dependency Analysis,Lightcast,dependency analysis,False
Dependency Injection,Lightcast,dependency injection,False
Dependency Management,Lightcast,dependency management,False
Deployment Project,Lightcast,deployment project,False
Deployment Support,Lightcast,deployment support,False
Design-Driven Development,Lightcast,designdriven development,False
Development Environment,Lightcast,development environment,False
Development Testing,Lightcast,development testing,False
Developmental Testing,Lightcast,developmental testing,False
Device Compatibility,Lightcast,device compatibility,False
Device Drivers,Lightcast,device drivers,False
DevOps Architecture,Lightcast,devops architecture,False
DevOps Coaching,Lightcast,devops coaching,False
Digital Architecture,Lightcast,digital architecture,False
Distributed Development,Lightcast,distributed development,False
DLL Injection,Lightcast,dll injection,False
Document Composition,Lightcast,document composition,False
Documentation Based Coding,Lightcast,documentation based coding,False
Domain Driven Design,Lightcast,domain driven design,False
Domain Model,Lightcast,domain model,False
Dynamic Binding,Lightcast,dynamic binding,False
Dynamic Loading,Lightcast,dynamic loading,False
Dynamic Programming,Lightcast,dynamic programming,False
Environment Variables,Lightcast,environment variables,False
Event Driven Architecture,Lightcast,event driven architecture,False
Event-Driven Programming,Lightcast,eventdriven programming,False
Exception Handling,Lightcast,exception handling,False
Executable Architecture,Lightcast,executable architecture,False
Extension Methods,Lightcast,extension methods,False
Facade Pattern,Lightcast,facade pattern,False
Front End (Software Engineering),Lightcast,front end software engineering,False
Front-End Engineering,Lightcast,frontend engineering,False
Full Stack Development,Lightcast,full stack development,False
Functional Programming,Lightcast,functional programming,False
Game Programming,Lightcast,game programming,False
Garbage Collection (Computer Science),Lightcast,garbage collection computer science,False
Generic Programming,Lightcast,generic programming,False
Immutability,Lightcast,immutability,False
Incremental Build,Lightcast,incremental build,False
Inversion Of Control,Lightcast,inversion of control,False
Iterator Patterns,Lightcast,iterator patterns,False
Jamstack,Lightcast,jamstack,False
Microservices,Lightcast,microservices,False
Microservices Development,Lightcast,microservices development,False
Model View Controller,Lightcast,model view controller,False
Model View Presenter,Lightcast,model view presenter,False
Model View ViewModel,Lightcast,model view viewmodel,False
Model-Driven Development,Lightcast,modeldriven development,False
Monolithic Software Architecture,Lightcast,monolithic software architecture,False
Object-Oriented Programming (OOP),Lightcast,objectoriented programming oop,False
Observability,Lightcast,observability,False
